id,title,desc,by
c02293,RF Microwave & Transmission Line Theory - RAHRF200,RF Microwave and transmission line theory with practical examples by calculation and Keysight ADS software-rahsoft,"Rahsoft RF Certificate - Orange County, California"
c02294,Complete Cucumber Framework for BDD,Write Gherkin feature files and Java Selenium glue code to test web apps in behavior-driven development using Cucumber,Tim Short
c02295,4x1 Data Management/Governance/Security/Ethics Masterclass,"You'll learn about data literacy, Data Quality operations, Data Governance policies and Data Security/Privacy controls.",Vasco Patrício
c02296,Projects in Machine Learning : Beginner To Professional,A complete guide to master machine learning concepts and create real world ML solutions,Eduonix Learning Solutions
c02297,Mastering Salesforce Integration: Novice to Professional,A step by step guide from concept to implementation to be an Integration Champion,Amit Singh
c02298,Java for beginners (Core concepts): Easy course on Java,Discover the Magic of Java: A Beginner's Journey into the World of Programming,StudyEasy Organisation
c02299,SwiftUI 2 - Build Netflix Clone - SwiftUI Best Practices,Build a functional Netflix clone using the latest SwiftUI features,Nikita Thomas
c02300,Coding Kids: Let's Make Games!,For kids (and grownups) who want to learn programming foundations and make their own games.,Mickey Blumental
c02301,Web Development Wizardry: HTML & CSS Course for Beginners.,"More than 26,000 student enrolled on this Web Development Wizardry: HTML and CSS Course for Beginners 2023.",Zaid Smadi
c02302,Complete Vuejs Course: Vue.js + Nuxt.js + PHP + Express.js,"VueJS, Command Line, Babel, NPM, Webpack, Vue JS CLI, Vue.js Router, VueX, Axios, iView, Express.js, Nuxt.js",OnlyKiosk Tech
c02303,Web Development Professional Certification,Web Development Certification by The Retail Banking School and preparing for certification at other providers,"MTF Institute of Management, Technology and Finance"
c02304,Learn Java the Easy Way: Build Desktop & Android Mobile Apps,"A Hands-On Introduction to Programming in Java on PC, Mac, Linux and Android Devices.",Bryson Payne
c02305,Make Unity 3D interactive games with Fungus - no coding!,"Make Branching narrative, point & click and hidden object games all without writing code.",Paul McGrath
c02306,Intro to Airplane Physics in Unity 3D - 2017 & 2018,Learn how to build your very own Custom Airplane Physics with Unity & C#,Indie - Pixel
c02307,Agile Retrospective+Continuous Improvement+Kaizen wth Scrum,Learn continuous improvement and kaizen to improve your team or business with agile retrospectives and scrum,Paul Ashun
c02308,SQL - The Query Writing Bootcamp [2019],Master SQL and Become Job Ready as a SQL Developer by Working Hands-On Querying a Relational Database - [RDBMS],Mark Stephenson
c02309,Introduction to VHDL for FPGA and ASIC design,From VHDL basics to sophisticated testbench coding,Scott Dickson
c02310,"Complete Guide To Making Apps: 250,000+ Downloads",Learn how to create a successful mobile app business without prior experience,Michael Assadi
c02311,Linux Shell Programming for Beginners,The Complete course to master Bash shell scripting for Linux,Eduonix Learning Solutions
c02312,Github introduction to version control and remote files,Introduction guide to using Github starter commands to get going quickly,Laurence Svekis
c02313,Advanced Scratch Programming for Kids,"Learn to code amazing games in Scratch! For advanced Scratchers: kids, parents and teachers",Daniel Ciocîrlan
c02314,"Python Hands-On 46 Hours, 210 Exercises, 5 Projects, 2 Exams","Learn Python programming from Beginner to Expert level with Projects, Coding Exercises, Quizzes, Assignments and Exams.",Musa Arda
c02315,Mastering Multithreading Programming with Go (Golang),"Learn about Multithreading, Concurrency & Parallel programming with practical and fun examples in Google's Go Lang",James Cutajar
c02316,Unreal Engine 5 Beginner Blueprints: Make your first game!,Become a game developer in 6 hours by creating an entire puzzle platformer in UE5 without a single line of code!,Gavin Eisenbeisz
c02317,Azure Active Directory for .NET Developers (AD and B2C),Learn how to authenticate API and .NET Web Application with Azure Active Directory and B2C (external logins),Bhrugen Patel
c02318,Practice advanced SQL queries with MySQL 5.7+,Build on your current knowledge and get to a next level in SQL. Learn by writing - lots of examples are waiting for you.,Michal Juhas
c02319,Practical Git: for Absolute Beginners,Learn all important basic Git commands in practice,Dmytro Khmelenko
c02320,Construct 3 -  The Complete Game Creation Learning Course,Learn how to create games in Construct 3 (successor of construct 2) from zero all the way to uploading to  play stores.,Mihai Morosanu
c02321,Appium and Selenium with Python From Basics to Framework.,"Python TestAutomation (Python Basics, Appium, Selenium, Allure Reporting Tool , BDD ,Saucelabs and Jenkins)",Sujith Reddy
c02322,Laravel 9 -Build Complete Multi Vendor Ecommerce Project A-Z,"In This Course, You Will Build Two Different Projects With Laravel 9 Including Complete Multi-Vendor Ecommerce Site A-Z",easy Learning
c02323,"Salesforce Apex-Triggers,Email Service,Batch Processes","Salesforce CRM APEX:  Learn about Triggers, DML operations, Email Messaging Service and Batch Process.",Deepika Khanna
c02324,The Complete LibGDX Game Course Using Java,"Learn How To Plan, Design, And Create Your Games Using LibGDX Java's Game Development Framework",Awesome Tuts
c02325,RabbitMQ In Practice,"A Complete Guide to RabbitMQ, Queues, Exchanges, Producers and Consumers, Patterns, Clustering, Optimization & Tune-up",Piotr Zuk
c02326,"Learn Selenium with Python, PyTest + Live Project",Selenium WebDriver using Python & PyTest framework,Pavan Kumar
c02327,Data Structures and Algorithms Python: The Complete Bootcamp,"DSA Basics To Advanced: Learn, Analyze, Implement Data Structures and Algorithms using Python With Interview Questions",Shubham Sarda
c02328,Object Oriented Programming for beginners - Using Python,Learn and understand object oriented programming step by step,Bluelime Learning Solutions
c02329,Learn HTML5 In-Depth - With Real-World Examples,If you want to learn HTML5 in detail then this course is for you!,Suraj Shinde
c02330,Mobile App Development with PhoneGap,Create Apps for iOS and Android with HTML5 and Javascript,Framework Tech
c02331,SQL Server 2016 Administration,Newest and beneficial features of SQL Server 2016,Raphael Asghar
c02332,Rust Programming Course: From Beginner to Expert,Learn the most loved programming language of programmers (with practical real life problems),Nouman Azam
c02333,Advanced AI For Games with Goal-Oriented Action Planning,"Artificial Intelligence for Creating Complex Game Character Behaviours for Simulations, Real-Time Strategy Games & More",Penny de Byl
c02334,Learn DevOps: On-Prem or Cloud Agnostic Kubernetes,"Using kubeadm, Rook with Ceph, Cert-Manager, Dex with Github and LDAP, Envoy and Istio, Calico, Vault, and Openshift",Edward Viaene
c02335,The Data Bootcamp: Transform your Data using dbt™,"Learn dbt™ from scratch. Build data models, perform testing, generate documents & become an all rounded Data Engineer!",Vantage Data
c02336,Angular 2 & TypeScript Beginner Web Development,Angular 2 web development for beginners with TypeScript & Firebase,Mark Wahlbeck
c02337,Learn Programming in Python With the Power of Animation,"A Programming Course in Python, great for beginners. It will teach you Python from scratch using Animation & programming",Miltiadis Saratzidis
c02338,No-Code Machine Learning: Practical Guide to Modern ML Tools,"Build Powerful Machine Learning Models w/Zero Coding! Master Google Vertex AI, Microsoft Azure ML Designer, & DataRobot","Dr. Ryan Ahmed, Ph.D., MBA"
c02339,SOLID Software Architecture: Complete Guide with Coding Examples,"Become a better developer: Learn software architecture techniques and develop code that is more robust, flexible, understandable and maintainable.",Binary Brain
c02340,PowerApps for Beginners,The perfect beginners' course to you get you started with PowerApps and the Power Platform.,Byron Dittberner
c02341,AWS CloudFormation Step By Step: Beginner to Intermediate,Start learning AWS CloudFormation as a beginner from an AWS certified expert. Master at Associate-level Cloud Formation!,Emre Yilmaz • AWS Certified DevOps Engineer • Solutions Architect
c02342,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,"The fastest way to learn HTML5/CSS3 & how to build websites that wow. Great for designers, entrepreneurs, & beginners!",Ryan Bonhardt
c02343,Pega CSA Course,Pega Tutorial for Beginners,BPM Buddy
c02344,PCB Design a Tiny Arduino In Altium CircuitMaker,Learn Printed Circuit Board (PCB) design by creating your own Tiny Arduino Nanite in Altium CircuitMaker.,Augmented Startups
c02345,Python Scripting in Blender 3x with Practical Projects,3D Scripting with Python: A Practical Python Scripting Course inside Blender 3x for Absolute Beginners,Thomas McDonald
c02346,Twitter iOS Clone | Swift 5/Firebase | No Storyboards | MVVM,"Build a fully programmatic Twitter Clone for iOS 13 using Swift 5, Firebase and MVVM Architecture",Stephan Dowless
c02347,MySQL Master,"MySQL database, SQL complete, best practices, Learn now!",Pablo Tilotta - +180k students
c02348,Ansible Automation For Beginners to Advance - Step by Step,"Mastering Ansible, Ansible AWS, Ansible Tower, Automation, Network",Up Degree
c02349,VSD - Circuit Design & SPICE Simulations - Part 1,Learn how things got started in VLSI,Kunal Ghosh
c02350,Algorithms and Data Structures in Swift 5,"Learn about algorithms and data structures in Swift. Topics include: Big O, clean code, technical interview questions.",Karoly Nyisztor • Professional Software Architect
c02351,Getting Started with LESS - Beginner Crash Course,Learn to write better and more maintainable CSS with LESS,Sandra L. Sorel
c02352,Unity Basics: A Monetised Android/iOS Game in 4 Hours.,"Unity, Basic 3D Game Design with C# Coding. Monetise your games with Ad Support. Suitable for Beginners - Intermediate",David McDonald
c02353,Crash course: Data analytics in Python using Pandas,Let's get to grips with the Python Pandas library for data analytics / analysis,Kieran Keene
c02354,Kubernetes from A to Z™,"Master the best open-source system for automating deployment, scaling and managing containerized applications.",Stefan Thorpe
c02355,From 0 to 1: The Oozie Orchestration Framework,"A first-principles guide to working with Workflows, Coordinators and Bundles in Oozie",Loony Corn
c02356,Python & Django Framework Course: The Complete Guide,Get started with Python 3 & Django 3 Framework. Build Dynamic Web Applications from Scratch,Fatah Gabrial
c02357,MERN React Node Next.js Multi User SEO Blogging Platform,Become an Ultimate Web Developer by building a Truly Real World SEO Web App using MERN Stack with React/Next.js for SSR,Ryan Dhungel
c02358,JavaScript for Beginners: The Complete Course for Beginners,The A to Z Course to Mastering JavaScript,Meta Brains
c02359,Windows PowerShell Boot Camp,Learn PowerShell scripting from the ground up. You will write PowerShell scripts like a pro upon completion.,Helderberg Learning
c02360,Learn Cloud Computing from Scratch,A Quick Introduction to Cloud Computing Technologies and Ecosystem,Eduonix Learning Solutions
c02361,Crash Course to Learn Python coding from basic beginning,Learn Python like a Professional! Start from the basics and go all the way to creating your own applications and games!,Edu Mark
c02362,The Complete 'No-Code' ChatGPT & OpenAI API Course,"Build 4 Projects Using The OpenAI API & ChatGPT While Mastering Prompt Engineering (Zero-Shot, Role, Few-Shot, Chain)",Codestars • over 2 million students worldwide!
